Day fraction since midnight on 	Time (seconds)	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.612655997	8964	26.36030388	8.765678406	34.25828571	0.35132948	1.406011561	0.70300578
0.612713868	9000	26.36030388	8.765678406	34.25828571	0.35132948	1.406011561	0.70300578
0.612771752	9036	17.43194771	5.995398521	34.25828571	0.35132948	1.406011561	0.70300578
0.6128296	9072	17.43194771	5.995398521	34.25828571	0.35132948	1.406011561	0.70300578
0.612887461	9108	17.43194771	5.995398521	34.25828571	0.35132948	1.406011561	0.70300578
0.612945333	9144	11.66055202	5.683564186	34.25828571	0.35132948	1.406011561	0.70300578
0.613003216	9180	11.66055202	5.683564186	34.25828571	0.35132948	1.406011561	0.70300578
0.613061076	9216	11.66055202	5.683564186	34.25828571	0.35132948	1.406011561	0.70300578
0.613118948	9252	7.875144005	5.283107758	34.25828571	0.35132948	1.406011561	0.70300578
0.61317682	9288	7.875144005	5.283107758	34.25828571	0.35132948	1.406011561	0.70300578
0.613234715	9324	7.875144005	5.283107758	34.25828571	0.35132948	1.406011561	0.70300578
0.613292552	9360	7.006970882	4.151584625	34.25828571	0.35132948	1.406011561	0.70300578
0.613350424	9396	7.006970882	4.151584625	34.25828571	0.35132948	1.406011561	0.70300578
0.613408323	9432	7.006970882	4.151584625	34.25828571	0.35132948	1.406011561	0.70300578
0.613466202	9468	5.956912994	3.657467604	34.25828571	0.35132948	1.406011561	0.70300578
0.613524092	9504	5.956912994	3.657467604	34.25828571	0.35132948	1.406011561	0.70300578
0.613581983	9540	5.956912994	3.657467604	34.25828571	0.35132948	1.406011561	0.70300578
0.613639873	9576	5.488535881	3.098706007	34.25828571	0.35132948	1.406011561	0.70300578
0.613697763	9612	5.488535881	3.098706007	34.25828571	0.35132948	1.406011561	0.70300578
0.613755642	9648	5.488535881	3.098706007	34.25828571	0.35132948	1.406011561	0.70300578
0.613813532	9684	5.141118527	2.555532455	34.25828571	0.35132948	1.406011561	0.70300578
0.613871434	9720	5.141118527	2.555532455	34.25828571	0.35132948	1.406011561	0.70300578
0.613929324	9756	5.141118527	2.555532455	34.25828571	0.35132948	1.406011561	0.70300578
0.613987203	9792	4.998101711	2.251679182	34.25828571	0.35132948	1.406011561	0.70300578
0.614045105	9828	4.998101711	2.251679182	34.25828571	0.35132948	1.406011561	0.70300578
0.614102984	9864	4.998101711	2.251679182	34.25828571	0.35132948	1.406011561	0.70300578
0.614160874	9900	4.710776329	2.582383633	34.25828571	0.35132948	1.406011561	0.70300578
0.614218776	9936	4.710776329	2.582383633	34.25828571	0.35132948	1.406011561	0.70300578
0.614276643	9972	4.710776329	2.582383633	34.25828571	0.35132948	1.406011561	0.70300578
0.614334533	10008	4.306352139	2.727301359	34.25828571	0.35132948	1.406011561	0.70300578
